epoch,acc,loss,val_acc,val_loss
0,0.4291497975708502,1.356969420037013,0.4936416184971098,1.191924167781896
1,0.529786003470214,1.1484322707869539,0.5606936416184971,1.084150437399142
2,0.5696934644303066,1.0787785890958708,0.5780346820809249,1.0428002765412965
3,0.6122035858877964,0.998845059930968,0.5930635838150289,1.0137908771547968
4,0.6448814343551186,0.9270108803081126,0.6219653179190752,0.9654160197759639
5,0.6683053788316946,0.8568423817514891,0.6208092485549133,0.9676512969022542
6,0.7096587622903412,0.8018974815234068,0.6092485549132948,0.9400511543185724
7,0.7411798727588201,0.7339277840405272,0.6335260115606937,0.9296301557838572
8,0.7559282822440717,0.6802493454646071,0.63121387283237,0.9221606076797308
9,0.7807981492192019,0.6346817083480111,0.6393063583815028,0.9102804536764333
10,0.8042220936957779,0.5755084730714921,0.6393063583815028,0.9035194308771564
11,0.8311162521688837,0.5169721203104756,0.6208092485549133,0.971837460650185
12,0.8536726431463274,0.4672725966309039,0.6358381502890174,0.913942079599193
13,0.8695777906304222,0.4309834666235589,0.6242774566473989,0.9699760412205162
14,0.8866396761133604,0.38595349103333015,0.6427745664739885,0.9276915223612262
15,0.9022556390977443,0.3473287121349156,0.638150289017341,0.9720893096372571
0,0.43724697828292847,1.3183484077453613,0.5121387243270874,1.141455054283142
1,0.542220950126648,1.1378133296966553,0.5560693740844727,1.088575839996338
2,0.5974552035331726,1.0436924695968628,0.5919075012207031,1.0461829900741577
3,0.621168315410614,0.9813985824584961,0.6000000238418579,1.0199129581451416
4,0.6402544975280762,0.9396269917488098,0.6034681797027588,1.0043833255767822
5,0.6792944073677063,0.8679261803627014,0.6034681797027588,0.9846909642219543
6,0.6946211457252502,0.8284642696380615,0.6161849498748779,0.9757598638534546
7,0.7148640751838684,0.7809821367263794,0.6265895962715149,0.957082211971283
8,0.7353962063789368,0.7367784976959229,0.6196531653404236,0.9732799530029297
9,0.7556390762329102,0.6933329701423645,0.6358381509780884,0.9486315250396729
10,0.7698091268539429,0.651867687702179,0.6208092570304871,0.9790624976158142
11,0.7894737124443054,0.6048009395599365,0.6323699355125427,0.9508912563323975
12,0.8071139454841614,0.5748051404953003,0.6231213808059692,1.000680923461914
13,0.8316946029663086,0.5225704908370972,0.6323699355125427,0.9859981536865234
14,0.8438403606414795,0.4840826392173767,0.6520231366157532,0.9609036445617676
0,0.4201850891113281,1.3546959161758423,0.5040462613105774,1.1587120294570923
1,0.52226722240448,1.1613049507141113,0.5468208193778992,1.099848985671997
2,0.5517640113830566,1.0922516584396362,0.5595375895500183,1.0877785682678223
3,0.6017929315567017,1.0270357131958008,0.5861271619796753,1.0139979124069214
4,0.62232506275177,0.9793218374252319,0.5988439321517944,1.0136607885360718
5,0.6512435078620911,0.9310590028762817,0.5884392857551575,1.012631893157959
6,0.6775592565536499,0.8864079713821411,0.6265895962715149,0.9801393151283264
7,0.6879699230194092,0.8383013606071472,0.6127167344093323,0.9611631035804749
8,0.707634449005127,0.803985059261322,0.6138728260993958,0.9799816012382507
9,0.7139965295791626,0.7843339443206787,0.6161849498748779,0.9622757434844971
10,0.7307692170143127,0.7420560121536255,0.6150289177894592,0.9964241981506348
11,0.743493378162384,0.7073221802711487,0.6196531653404236,0.9608071446418762
12,0.7721226215362549,0.662030041217804,0.6346820592880249,0.9504591226577759
13,0.7709658741950989,0.6388425827026367,0.6277456879615784,0.9467947483062744
14,0.8001735210418701,0.5993404388427734,0.6138728260993958,0.9627663493156433
15,0.8079814910888672,0.5760810375213623,0.6069363951683044,0.99177086353302
16,0.8131868243217468,0.5284830331802368,0.6335260272026062,0.9460328817367554
17,0.8441295623779297,0.4859966039657593,0.6196531653404236,0.9725504517555237
18,0.8481781482696533,0.4629479944705963,0.6312138438224792,0.9702179431915283
19,0.8582996129989624,0.44134873151779175,0.6173410415649414,0.9973097443580627
20,0.876518189907074,0.4087170660495758,0.6104046106338501,1.0567525625228882
21,0.882301926612854,0.3762706220149994,0.6034681797027588,1.071523904800415
0,0.3909774422645569,1.435981035232544,0.4554913341999054,1.2468674182891846
1,0.5109890103340149,1.1925840377807617,0.5283237099647522,1.1501630544662476
2,0.546558678150177,1.1137008666992188,0.5572254061698914,1.1155736446380615
3,0.5919606685638428,1.050026297569275,0.5768786072731018,1.0742067098617554
4,0.617698073387146,0.987046480178833,0.579190731048584,1.0651628971099854
5,0.6437246799468994,0.9444324970245361,0.6069363951683044,1.0197023153305054
6,0.6706188321113586,0.8835563063621521,0.6000000238418579,1.0152603387832642
7,0.6847888827323914,0.8477393984794617,0.6219652891159058,0.9768930673599243
8,0.7131289839744568,0.7967082262039185,0.6242774724960327,1.0083463191986084
9,0.7336610555648804,0.744566023349762,0.5988439321517944,1.0082855224609375
10,0.7492770552635193,0.7100045084953308,0.6104046106338501,0.9768115878105164
11,0.7700983285903931,0.6570085883140564,0.6323699355125427,0.9817991852760315
12,0.7883169651031494,0.6206315755844116,0.6323699355125427,0.9526044130325317
13,0.8019086122512817,0.5779716372489929,0.6254335045814514,0.9547225832939148
14,0.8227298855781555,0.5432661175727844,0.6335260272026062,0.9597082138061523
15,0.837767481803894,0.507899284362793,0.6450867056846619,0.959164559841156
16,0.8452863097190857,0.47102975845336914,0.6231213808059692,1.0100563764572144
17,0.8562753200531006,0.44843918085098267,0.6312138438224792,1.0019760131835938
0,0.42163100838661194,1.3310600519180298,0.49248555302619934,1.1952807903289795
1,0.5031810402870178,1.1651371717453003,0.5306358337402344,1.1251157522201538
2,0.5691151022911072,1.0888785123825073,0.5479768514633179,1.129480242729187
3,0.5948525071144104,1.0364313125610352,0.5757225155830383,1.0820180177688599
4,0.6145170331001282,0.985292375087738,0.571098268032074,1.0404391288757324
5,0.6474841237068176,0.9352683424949646,0.5988439321517944,1.023390531539917
6,0.6535569429397583,0.9080957174301147,0.5699421763420105,1.0291215181350708
7,0.6787160038948059,0.8560362458229065,0.6092485785484314,0.9900977611541748
8,0.6972238421440125,0.8101181387901306,0.6104046106338501,0.9923074245452881
9,0.7192018628120422,0.7793986797332764,0.6127167344093323,0.9639039635658264
10,0.7385771870613098,0.7353737950325012,0.6184971332550049,0.9769195914268494
11,0.7515904903411865,0.6977827548980713,0.6184971332550049,0.9770627617835999
12,0.7689415812492371,0.6673750877380371,0.6231213808059692,0.9608985781669617
13,0.7868710160255432,0.6099624633789062,0.6265895962715149,0.9526251554489136
14,0.7990167737007141,0.5908319354057312,0.5919075012207031,0.9990611672401428
15,0.8192597031593323,0.5594980716705322,0.6092485785484314,0.9740511775016785
16,0.827646017074585,0.519202470779419,0.6046242713928223,0.9781736135482788
17,0.8487564921379089,0.4828484356403351,0.6011560559272766,1.044418454170227
18,0.8458646535873413,0.4684337377548218,0.6000000238418579,1.013590693473816
0,0.36146971583366394,1.621381402015686,0.4597815275192261,1.3560932874679565
1,0.4697120189666748,1.3434418439865112,0.4985104203224182,1.2858093976974487
2,0.5253227353096008,1.2441943883895874,0.5541211366653442,1.205802321434021
3,0.5471698045730591,1.1745697259902954,0.5690168738365173,1.1834052801132202
4,0.5861469507217407,1.1048662662506104,0.5719960331916809,1.164399266242981
5,0.6171797513961792,1.0519976615905762,0.5819265246391296,1.1590759754180908
6,0.6400198340415955,0.990725576877594,0.5898709297180176,1.1062567234039307
7,0.6658391356468201,0.9275767207145691,0.6146970987319946,1.0770037174224854
8,0.6924031972885132,0.8751093149185181,0.6206554174423218,1.0543551445007324
9,0.7095332741737366,0.836670994758606,0.6256206631660461,1.0570077896118164
10,0.7286494374275208,0.774006724357605,0.6176762580871582,1.039855718612671
11,0.7581926584243774,0.7241196632385254,0.6176762580871582,1.0460340976715088
12,0.7653922438621521,0.6806602478027344,0.6216484904289246,1.0502361059188843
13,0.7889771461486816,0.6372965574264526,0.6395233273506165,1.0168429613113403
14,0.7989076375961304,0.5947607159614563,0.6474677324295044,1.0196256637573242
15,0.825719952583313,0.5472686886787415,0.6355511546134949,1.037415862083435
16,0.8326712846755981,0.5288389921188354,0.6385303139686584,1.0381760597229004
17,0.849056601524353,0.47894978523254395,0.6335650682449341,1.0353573560714722
18,0.8632075190544128,0.44412899017333984,0.6454816460609436,1.0475707054138184
0,0.37859979271888733,1.572845458984375,0.5273088216781616,1.287387728691101
1,0.5143992304801941,1.2810183763504028,0.5670307874679565,1.1675833463668823
2,0.5593346357345581,1.18082857131958,0.5968222618103027,1.141479253768921
3,0.5980635285377502,1.0890965461730957,0.6037735939025879,1.0804001092910767
4,0.6273584961891174,1.0249935388565063,0.5739821195602417,1.1265560388565063
5,0.6492055654525757,0.9656107425689697,0.6375372409820557,1.018949270248413
6,0.6842105388641357,0.8814988732337952,0.6206554174423218,1.0300623178482056
7,0.7097815275192261,0.8452239036560059,0.6236345767974854,1.024773120880127
8,0.7236841917037964,0.7907711863517761,0.6444885730743408,0.9671673774719238
9,0.7532274127006531,0.7279500961303711,0.6405164003372192,0.9665274024009705
10,0.7763158082962036,0.67750483751297,0.651439905166626,0.9426162838935852
11,0.7969215512275696,0.627531886100769,0.6603773832321167,0.9555252194404602
12,0.8100794553756714,0.5872913002967834,0.6335650682449341,0.990863561630249
13,0.8249751925468445,0.5465450882911682,0.6325719952583313,0.9938439130783081
14,0.8502979278564453,0.48691457509994507,0.6415094137191772,0.9690932035446167
15,0.8532770872116089,0.4711401164531708,0.6405164003372192,0.9833080172538757
0,0.625,0.7396511435508728,0.6901408433914185,0.596123456954956
1,0.7253521084785461,0.5289026498794556,0.7253521084785461,0.5362633466720581
2,0.797535240650177,0.42661789059638977,0.7676056623458862,0.513508141040802
3,0.8116196990013123,0.3989522457122803,0.6760563254356384,0.7006422281265259
4,0.8151408433914185,0.38365453481674194,0.7746478915214539,0.5527229905128479
5,0.8257042169570923,0.3746979236602783,0.7605633735656738,0.5821672081947327
6,0.86091548204422,0.3183037042617798,0.7957746386528015,0.5098352432250977
7,0.8732394576072693,0.3048505485057831,0.8028169274330139,0.5011342167854309
8,0.8961267471313477,0.2502954602241516,0.8028169274330139,0.510015070438385
9,0.9066901206970215,0.23359067738056183,0.7957746386528015,0.5017523765563965
10,0.9278169274330139,0.22506801784038544,0.7746478915214539,0.5222873687744141
11,0.9278169274330139,0.20948615670204163,0.7957746386528015,0.5252798795700073
12,0.9313380122184753,0.20476698875427246,0.7676056623458862,0.5565469861030579
0,0.5739436745643616,1.157076120376587,0.6760563254356384,0.5984275341033936
1,0.702464759349823,0.5522093772888184,0.7535211443901062,0.5280383229255676
2,0.7588028311729431,0.5135949850082397,0.7957746386528015,0.447236031293869
3,0.8151408433914185,0.4455970823764801,0.8098591566085815,0.4692303240299225
4,0.8045774698257446,0.435565322637558,0.8239436745643616,0.4619022309780121
5,0.8362675905227661,0.40760311484336853,0.8450704216957092,0.43260788917541504
6,0.8292253613471985,0.39214271306991577,0.8450704216957092,0.39133715629577637
7,0.8538732528686523,0.36401569843292236,0.8591549396514893,0.4129005968570709
8,0.8697183132171631,0.358393132686615,0.8521126508712769,0.415577232837677
9,0.8521126508712769,0.3487384617328644,0.8521126508712769,0.38746312260627747
10,0.8644366264343262,0.3274568021297455,0.8450704216957092,0.3737952411174774
